,Operator,Network Type,In Out Travelling,State Name,Call Dropped,Satisfactory,Poor Voice Quality
330,BSNL,3G,Travelling,Odisha,12.5,50.0,37.5
331,BSNL,3G,Travelling,Pondicherry,0.0,0.0,100.0
332,BSNL,3G,Travelling,Punjab,10.0,90.0,0.0
333,BSNL,3G,Travelling,Rajasthan,0.0,75.0,25.0
334,BSNL,3G,Travelling,Tamil Nadu,22.222222222222218,55.555555555555564,22.222222222222218
335,BSNL,3G,Travelling,Telangana,14.893617021276595,72.3404255319149,12.76595744680851
336,BSNL,3G,Travelling,Uttar Pradesh,0.0,64.70588235294117,35.29411764705883
337,BSNL,3G,Travelling,Uttarakhand,0.0,20.0,80.0
338,BSNL,3G,Travelling,West Bengal,13.636363636363635,13.636363636363635,72.72727272727273
339,BSNL,4G,Indoor,Andaman and Nicobar Islands,0.0,0.0,100.0
340,BSNL,4G,Indoor,Andhra Pradesh,2.7472527472527477,95.05494505494505,2.1978021978021984
341,BSNL,4G,Indoor,Bihar,35.714285714285715,21.428571428571427,42.857142857142854
342,BSNL,4G,Indoor,Chattisgarh,50.0,25.0,25.0
343,BSNL,4G,Indoor,Gujarat,5.6603773584905674,79.24528301886792,15.094339622641508
344,BSNL,4G,Indoor,Haryana,10.0,60.0,30.0
345,BSNL,4G,Indoor,Jharkhand,0.0,100.0,0.0
346,BSNL,4G,Indoor,Karnataka,0.0,100.0,0.0
347,BSNL,4G,Indoor,Kerala,4.10958904109589,83.56164383561644,12.32876712328767
348,BSNL,4G,Indoor,Madhya Pradesh,14.285714285714285,80.95238095238095,4.761904761904762
349,BSNL,4G,Indoor,Maharashtra,6.779661016949151,75.42372881355931,17.796610169491522
350,BSNL,4G,Indoor,Odisha,60.0,20.0,20.0
351,BSNL,4G,Indoor,Punjab,16.666666666666664,41.66666666666667,41.66666666666667
352,BSNL,4G,Indoor,Rajasthan,15.384615384615385,30.76923076923077,53.846153846153854
353,BSNL,4G,Indoor,Tamil Nadu,0.8771929824561403,92.10526315789473,7.0175438596491215
354,BSNL,4G,Indoor,Telangana,8.0,36.0,56.00000000000001
355,BSNL,4G,Indoor,Uttar Pradesh,25.0,0.0,75.0
356,BSNL,4G,Indoor,West Bengal,5.405405405405406,83.7837837837838,10.810810810810812
357,BSNL,4G,Outdoor,Andaman and Nicobar Islands,0.0,100.0,0.0
358,BSNL,4G,Outdoor,Andhra Pradesh,0.0,75.0,25.0
359,BSNL,4G,Outdoor,Assam,0.0,100.0,0.0
360,BSNL,4G,Outdoor,Bihar,0.0,100.0,0.0
361,BSNL,4G,Outdoor,Chattisgarh,0.0,50.0,50.0
362,BSNL,4G,Outdoor,Gujarat,2.2058823529411766,91.91176470588236,5.882352941176469
363,BSNL,4G,Outdoor,Haryana,0.0,100.0,0.0
364,BSNL,4G,Outdoor,Karnataka,0.0,60.0,40.0
365,BSNL,4G,Outdoor,Kerala,0.0,90.4761904761905,9.523809523809524
366,BSNL,4G,Outdoor,Madhya Pradesh,16.666666666666664,83.33333333333334,0.0
367,BSNL,4G,Outdoor,Maharashtra,5.882352941176469,76.47058823529412,17.647058823529417
368,BSNL,4G,Outdoor,Odisha,0.0,100.0,0.0
369,BSNL,4G,Outdoor,Pondicherry,0.0,100.0,0.0
370,BSNL,4G,Outdoor,Punjab,100.0,0.0,0.0
371,BSNL,4G,Outdoor,Rajasthan,22.222222222222218,22.222222222222218,55.555555555555564
372,BSNL,4G,Outdoor,Tamil Nadu,1.5384615384615383,89.23076923076924,9.230769230769232
373,BSNL,4G,Outdoor,Telangana,16.666666666666664,33.33333333333333,50.0
374,BSNL,4G,Outdoor,Uttar Pradesh,37.5,25.0,37.5
375,BSNL,4G,Outdoor,Uttarakhand,0.0,42.857142857142854,57.14285714285714
376,BSNL,4G,Outdoor,West Bengal,0.0,93.75,6.25
377,BSNL,4G,Travelling,Andaman and Nicobar Islands,0.0,0.0,100.0
378,BSNL,4G,Travelling,Andhra Pradesh,2.4390243902439024,92.6829268292683,4.878048780487805
379,BSNL,4G,Travelling,Bihar,33.33333333333333,0.0,66.66666666666666
380,BSNL,4G,Travelling,Chattisgarh,0.0,100.0,0.0
381,BSNL,4G,Travelling,Gujarat,0.0,66.66666666666666,33.33333333333333
382,BSNL,4G,Travelling,Haryana,42.857142857142854,14.285714285714285,42.857142857142854
383,BSNL,4G,Travelling,Jharkhand,0.0,100.0,0.0
384,BSNL,4G,Travelling,Karnataka,0.0,100.0,0.0
385,BSNL,4G,Travelling,Kerala,0.0,83.33333333333334,16.666666666666664
386,BSNL,4G,Travelling,Madhya Pradesh,0.0,72.72727272727273,27.27272727272727
387,BSNL,4G,Travelling,Maharashtra,2.083333333333333,87.5,10.416666666666668
388,BSNL,4G,Travelling,Manipur,0.0,100.0,0.0
389,BSNL,4G,Travelling,Punjab,0.0,50.0,50.0
390,BSNL,4G,Travelling,Rajasthan,0.0,85.71428571428571,14.285714285714285
391,BSNL,4G,Travelling,Tamil Nadu,0.0,61.53846153846154,38.46153846153847
392,BSNL,4G,Travelling,Telangana,0.0,71.42857142857143,28.57142857142857
393,BSNL,4G,Travelling,Uttar Pradesh,18.181818181818183,63.63636363636363,18.181818181818183
394,BSNL,4G,Travelling,Uttarakhand,0.0,50.0,50.0
395,BSNL,4G,Travelling,West Bengal,0.0,100.0,0.0
396,Idea,2G,Indoor,Bihar,100.0,0.0,0.0
397,Idea,2G,Indoor,Delhi,5.5555555555555545,88.8888888888889,5.5555555555555545
398,Idea,2G,Indoor,Goa,0.0,100.0,0.0
399,Idea,2G,Indoor,Gujarat,28.57142857142857,0.0,71.42857142857143
400,Idea,2G,Indoor,Haryana,0.0,100.0,0.0
401,Idea,2G,Indoor,Karnataka,50.0,0.0,50.0
402,Idea,2G,Indoor,Kerala,2.2222222222222223,22.222222222222218,75.55555555555556
403,Idea,2G,Indoor,Madhya Pradesh,25.0,25.0,50.0
404,Idea,2G,Indoor,Maharashtra,5.241935483870968,75.80645161290323,18.951612903225808
405,Idea,2G,Indoor,Odisha,0.0,100.0,0.0
406,Idea,2G,Indoor,Punjab,0.0,37.5,62.5
407,Idea,2G,Indoor,Tamil Nadu,75.0,25.0,0.0
408,Idea,2G,Indoor,Telangana,3.0303030303030303,45.45454545454545,51.51515151515152
409,Idea,2G,Indoor,Uttar Pradesh,20.0,40.0,40.0
410,Idea,2G,Indoor,Uttarakhand,80.0,0.0,20.0
411,Idea,2G,Outdoor,Andhra Pradesh,0.0,50.0,50.0
412,Idea,2G,Outdoor,Bihar,0.0,100.0,0.0
413,Idea,2G,Outdoor,Chattisgarh,0.0,100.0,0.0
414,Idea,2G,Outdoor,Delhi,0.0,33.33333333333333,66.66666666666666
415,Idea,2G,Outdoor,Gujarat,3.571428571428571,89.2857142857143,7.142857142857142
416,Idea,2G,Outdoor,Haryana,0.0,0.0,100.0
417,Idea,2G,Outdoor,Jharkhand,100.0,0.0,0.0
418,Idea,2G,Outdoor,Karnataka,0.0,12.5,87.5
419,Idea,2G,Outdoor,Kerala,7.142857142857142,57.14285714285714,35.714285714285715
420,Idea,2G,Outdoor,Madhya Pradesh,22.222222222222218,0.0,77.7777777777778
421,Idea,2G,Outdoor,Maharashtra,13.157894736842106,39.473684210526315,47.368421052631575
422,Idea,2G,Outdoor,Odisha,0.0,100.0,0.0
423,Idea,2G,Outdoor,Telangana,3.7037037037037033,18.51851851851852,77.7777777777778
424,Idea,2G,Outdoor,Uttar Pradesh,0.0,47.058823529411754,52.941176470588246
425,Idea,2G,Outdoor,Uttarakhand,0.0,50.0,50.0
426,Idea,2G,Outdoor,West Bengal,0.0,100.0,0.0
427,Idea,2G,Travelling,Andhra Pradesh,0.0,50.0,50.0
428,Idea,2G,Travelling,Bihar,0.0,100.0,0.0
429,Idea,2G,Travelling,Chattisgarh,0.0,100.0,0.0
430,Idea,2G,Travelling,Gujarat,12.5,75.0,12.5
431,Idea,2G,Travelling,Haryana,0.0,25.0,75.0
432,Idea,2G,Travelling,Jharkhand,0.0,100.0,0.0
433,Idea,2G,Travelling,Kerala,20.0,60.0,20.0
434,Idea,2G,Travelling,Madhya Pradesh,0.0,100.0,0.0
435,Idea,2G,Travelling,Maharashtra,15.0,70.0,15.0
436,Idea,2G,Travelling,Tamil Nadu,0.0,100.0,0.0
437,Idea,2G,Travelling,Telangana,5.5555555555555545,77.7777777777778,16.666666666666664
438,Idea,2G,Travelling,Uttar Pradesh,50.0,50.0,0.0
439,Idea,2G,Travelling,Uttarakhand,0.0,66.66666666666666,33.33333333333333
440,Idea,2G,Travelling,West Bengal,0.0,0.0,100.0
441,Idea,3G,Indoor,Andhra Pradesh,31.25,18.75,50.0
442,Idea,3G,Indoor,Bihar,55.555555555555564,38.888888888888886,5.5555555555555545
443,Idea,3G,Indoor,Chattisgarh,0.0,80.0,20.0
444,Idea,3G,Indoor,Delhi,13.333333333333336,58.33333333333334,28.33333333333333
445,Idea,3G,Indoor,Goa,5.5555555555555545,69.44444444444444,25.0
446,Idea,3G,Indoor,Gujarat,5.405405405405406,52.7027027027027,41.8918918918919
447,Idea,3G,Indoor,Haryana,3.571428571428571,21.428571428571427,75.0
448,Idea,3G,Indoor,Jharkhand,0.0,80.76923076923076,19.230769230769234
449,Idea,3G,Indoor,Karnataka,50.0,25.0,25.0
450,Idea,3G,Indoor,Kerala,2.1653543307086616,8.267716535433072,89.56692913385827
451,Idea,3G,Indoor,Madhya Pradesh,7.6923076923076925,84.61538461538461,7.6923076923076925
452,Idea,3G,Indoor,Maharashtra,6.45352279455299,78.98164594434577,14.564831261101244
453,Idea,3G,Indoor,Punjab,8.695652173913043,82.6086956521739,8.695652173913043
454,Idea,3G,Indoor,Rajasthan,16.666666666666664,0.0,83.33333333333334
455,Idea,3G,Indoor,Tamil Nadu,50.0,16.666666666666664,33.33333333333333
456,Idea,3G,Indoor,Telangana,3.8116591928251116,73.31838565022422,22.869955156950674
457,Idea,3G,Indoor,Uttar Pradesh,20.212765957446805,23.40425531914893,56.38297872340424
458,Idea,3G,Indoor,Uttarakhand,12.307692307692307,36.92307692307693,50.769230769230774
459,Idea,3G,Indoor,West Bengal,0.0,86.8421052631579,13.157894736842106
460,Idea,3G,Outdoor,Andhra Pradesh,13.043478260869565,52.17391304347826,34.78260869565217
461,Idea,3G,Outdoor,Bihar,47.058823529411754,11.764705882352938,41.17647058823529
462,Idea,3G,Outdoor,Chattisgarh,0.0,75.0,25.0
463,Idea,3G,Outdoor,Daman and Diu,0.0,100.0,0.0
464,Idea,3G,Outdoor,Delhi,11.538461538461537,26.923076923076927,61.53846153846154
465,Idea,3G,Outdoor,Goa,14.285714285714285,50.0,35.714285714285715
466,Idea,3G,Outdoor,Gujarat,1.5384615384615383,79.48717948717949,18.974358974358974
467,Idea,3G,Outdoor,Haryana,0.0,8.0,92.0
468,Idea,3G,Outdoor,Jharkhand,50.0,50.0,0.0
469,Idea,3G,Outdoor,Karnataka,4.166666666666666,8.333333333333332,87.5
470,Idea,3G,Outdoor,Kerala,1.9230769230769231,46.153846153846146,51.92307692307693
471,Idea,3G,Outdoor,Madhya Pradesh,0.0,46.153846153846146,53.846153846153854
472,Idea,3G,Outdoor,Maharashtra,5.615550755939525,41.25269978401728,53.1317494600432
473,Idea,3G,Outdoor,Odisha,0.0,100.0,0.0
474,Idea,3G,Outdoor,Punjab,11.111111111111109,44.444444444444436,44.444444444444436
475,Idea,3G,Outdoor,Rajasthan,20.0,40.0,40.0
476,Idea,3G,Outdoor,Telangana,9.090909090909092,50.649350649350644,40.259740259740255
477,Idea,3G,Outdoor,Uttar Pradesh,14.444444444444445,62.22222222222222,23.33333333333333
478,Idea,3G,Outdoor,Uttarakhand,20.689655172413797,68.96551724137932,10.344827586206897
479,Idea,3G,Outdoor,West Bengal,0.0,100.0,0.0
480,Idea,3G,Travelling,Andhra Pradesh,4.761904761904762,76.19047619047619,19.047619047619047
481,Idea,3G,Travelling,Bihar,14.285714285714285,71.42857142857143,14.285714285714285
482,Idea,3G,Travelling,Chattisgarh,0.0,100.0,0.0
483,Idea,3G,Travelling,Delhi,0.0,35.29411764705883,64.70588235294117
484,Idea,3G,Travelling,Gujarat,5.357142857142857,82.14285714285714,12.5
485,Idea,3G,Travelling,Haryana,0.0,7.59493670886076,92.40506329113924
486,Idea,3G,Travelling,Jharkhand,50.0,50.0,0.0
487,Idea,3G,Travelling,Karnataka,0.0,66.66666666666666,33.33333333333333
488,Idea,3G,Travelling,Kerala,4.0,52.0,44.0
489,Idea,3G,Travelling,Madhya Pradesh,20.0,70.0,10.0
490,Idea,3G,Travelling,Maharashtra,3.6818851251840954,88.51251840942562,7.8055964653902805
491,Idea,3G,Travelling,Punjab,0.0,100.0,0.0
492,Idea,3G,Travelling,Rajasthan,75.0,0.0,25.0
493,Idea,3G,Travelling,Tamil Nadu,0.0,0.0,100.0
494,Idea,3G,Travelling,Telangana,1.875,91.25,6.875000000000001
495,Idea,3G,Travelling,Uttar Pradesh,8.108108108108109,59.45945945945946,32.432432432432435
496,Idea,3G,Travelling,Uttarakhand,0.0,60.0,40.0
497,Idea,3G,Travelling,West Bengal,0.0,0.0,100.0
498,Idea,4G,Indoor,Andhra Pradesh,7.920792079207921,70.04950495049505,22.02970297029703
499,Idea,4G,Indoor,Bihar,28.57142857142857,64.28571428571429,7.142857142857142
500,Idea,4G,Indoor,Chandigarh,0.0,100.0,0.0
501,Idea,4G,Indoor,Chattisgarh,0.0,85.71428571428571,14.285714285714285
502,Idea,4G,Indoor,Delhi,10.256410256410255,53.846153846153854,35.8974358974359
503,Idea,4G,Indoor,Goa,11.111111111111109,82.53968253968253,6.349206349206349
504,Idea,4G,Indoor,Gujarat,9.119496855345911,50.9433962264151,39.937106918239
505,Idea,4G,Indoor,Haryana,0.0,37.5,62.5
506,Idea,4G,Indoor,Jharkhand,0.9523809523809524,99.04761904761904,0.0
507,Idea,4G,Indoor,Karnataka,23.88059701492537,38.805970149253724,37.3134328358209
508,Idea,4G,Indoor,Kerala,1.6553067185978578,11.489776046738072,86.85491723466406
509,Idea,4G,Indoor,Madhya Pradesh,24.324324324324326,37.837837837837846,37.837837837837846
510,Idea,4G,Indoor,Maharashtra,26.311844077961027,54.797601199400304,18.89055472263868
511,Idea,4G,Indoor,Punjab,5.494505494505495,84.06593406593407,10.43956043956044
512,Idea,4G,Indoor,Rajasthan,0.0,84.21052631578947,15.789473684210524
513,Idea,4G,Indoor,Tamil Nadu,42.5,37.5,20.0
514,Idea,4G,Indoor,Telangana,11.764705882352938,60.0,28.235294117647058
515,Idea,4G,Indoor,Uttar Pradesh,21.076233183856505,52.91479820627802,26.00896860986547
516,Idea,4G,Indoor,Uttarakhand,4.2105263157894735,53.68421052631579,42.105263157894726
517,Idea,4G,Indoor,West Bengal,0.0,100.0,0.0
518,Idea,4G,Outdoor,Andhra Pradesh,4.390243902439024,84.39024390243901,11.219512195121954
519,Idea,4G,Outdoor,Bihar,36.36363636363637,54.54545454545454,9.090909090909092
520,Idea,4G,Outdoor,Chandigarh,50.0,50.0,0.0
521,Idea,4G,Outdoor,Chattisgarh,0.0,92.85714285714286,7.142857142857142
522,Idea,4G,Outdoor,Delhi,0.0,51.020408163265316,48.979591836734684
523,Idea,4G,Outdoor,Goa,27.27272727272727,54.54545454545454,18.181818181818183
524,Idea,4G,Outdoor,Gujarat,10.769230769230768,43.07692307692307,46.153846153846146
525,Idea,4G,Outdoor,Haryana,0.0,0.0,100.0
526,Idea,4G,Outdoor,Jharkhand,0.0,100.0,0.0
527,Idea,4G,Outdoor,Karnataka,6.9444444444444455,6.9444444444444455,86.1111111111111
528,Idea,4G,Outdoor,Kerala,9.210526315789473,26.315789473684212,64.47368421052633
529,Idea,4G,Outdoor,Madhya Pradesh,29.72972972972973,27.02702702702703,43.24324324324325
530,Idea,4G,Outdoor,Maharashtra,13.698630136986301,63.83561643835617,22.46575342465753
531,Idea,4G,Outdoor,Punjab,12.5,70.3125,17.1875
532,Idea,4G,Outdoor,Rajasthan,0.0,87.5,12.5
533,Idea,4G,Outdoor,Tamil Nadu,0.0,84.61538461538461,15.384615384615385
534,Idea,4G,Outdoor,Telangana,11.864406779661017,61.016949152542374,27.118644067796605
535,Idea,4G,Outdoor,Uttar Pradesh,7.142857142857142,68.75,24.107142857142854
536,Idea,4G,Outdoor,Uttarakhand,5.594405594405594,73.42657342657344,20.97902097902098
537,Idea,4G,Outdoor,West Bengal,0.0,100.0,0.0
538,Idea,4G,Travelling,Andhra Pradesh,7.4074074074074066,79.62962962962962,12.962962962962964
539,Idea,4G,Travelling,Assam,0.0,100.0,0.0
540,Idea,4G,Travelling,Bihar,0.0,95.23809523809523,4.761904761904762
541,Idea,4G,Travelling,Chattisgarh,0.0,95.65217391304348,4.3478260869565215
542,Idea,4G,Travelling,Delhi,3.333333333333333,10.0,86.66666666666669
543,Idea,4G,Travelling,Goa,0.0,100.0,0.0
544,Idea,4G,Travelling,Gujarat,6.521739130434782,82.88043478260869,10.597826086956523
545,Idea,4G,Travelling,Haryana,2.3255813953488373,11.627906976744184,86.046511627907
546,Idea,4G,Travelling,Jharkhand,14.285714285714285,85.71428571428571,0.0
547,Idea,4G,Travelling,Karnataka,3.4482758620689653,48.27586206896552,48.27586206896552
548,Idea,4G,Travelling,Kerala,25.0,22.222222222222218,52.77777777777778
549,Idea,4G,Travelling,Madhya Pradesh,15.384615384615385,30.76923076923077,53.846153846153854
550,Idea,4G,Travelling,Maharashtra,10.59322033898305,69.0677966101695,20.33898305084746
551,Idea,4G,Travelling,Odisha,0.0,50.0,50.0
552,Idea,4G,Travelling,Punjab,0.0,83.33333333333334,16.666666666666664
553,Idea,4G,Travelling,Rajasthan,0.0,0.0,100.0
554,Idea,4G,Travelling,Tamil Nadu,21.428571428571427,57.14285714285714,21.428571428571427
555,Idea,4G,Travelling,Telangana,6.666666666666668,90.0,3.333333333333333
556,Idea,4G,Travelling,Uttar Pradesh,28.767123287671232,42.46575342465753,28.767123287671232
557,Idea,4G,Travelling,Uttarakhand,7.547169811320754,35.849056603773576,56.60377358490565
558,Idea,4G,Travelling,West Bengal,0.0,100.0,0.0
559,MTNL,2G,Indoor,Maharashtra,25.0,50.0,25.0
560,MTNL,2G,Outdoor,Maharashtra,0.0,100.0,0.0
561,MTNL,2G,Travelling,Maharashtra,66.66666666666666,33.33333333333333,0.0
562,MTNL,2G,Travelling,Uttar Pradesh,0.0,100.0,0.0
563,MTNL,3G,Indoor,Delhi,20.0,33.33333333333333,46.66666666666666
564,MTNL,3G,Indoor,Haryana,33.33333333333333,33.33333333333333,33.33333333333333
565,MTNL,3G,Indoor,Karnataka,0.0,100.0,0.0
566,MTNL,3G,Indoor,Maharashtra,31.03448275862069,55.17241379310346,13.79310344827586
567,MTNL,3G,Outdoor,Delhi,0.0,0.0,100.0
568,MTNL,3G,Outdoor,Haryana,0.0,0.0,100.0
569,MTNL,3G,Outdoor,Maharashtra,20.0,60.0,20.0
570,MTNL,3G,Travelling,Delhi,0.0,0.0,100.0
571,MTNL,3G,Travelling,Maharashtra,22.222222222222218,77.7777777777778,0.0
572,MTNL,3G,Travelling,Uttar Pradesh,100.0,0.0,0.0
573,MTNL,4G,Indoor,Delhi,12.5,75.0,12.5
574,MTNL,4G,Indoor,Haryana,25.0,75.0,0.0
575,MTNL,4G,Indoor,Maharashtra,14.685314685314687,85.31468531468529,0.0
576,MTNL,4G,Indoor,Uttar Pradesh,0.0,0.0,100.0
577,MTNL,4G,Outdoor,Delhi,0.0,25.0,75.0
578,MTNL,4G,Outdoor,Haryana,0.0,0.0,100.0
579,MTNL,4G,Outdoor,Maharashtra,5.172413793103448,93.10344827586206,1.7241379310344829
580,MTNL,4G,Travelling,Delhi,20.0,80.0,0.0
581,MTNL,4G,Travelling,Haryana,0.0,33.33333333333333,66.66666666666666
582,MTNL,4G,Travelling,Maharashtra,11.111111111111109,88.8888888888889,0.0
583,Other,2G,Indoor,Kerala,0.0,0.0,100.0
584,Other,2G,Indoor,Odisha,28.57142857142857,14.285714285714285,57.14285714285714
585,Other,2G,Indoor,Tamil Nadu,9.090909090909092,0.0,90.9090909090909
586,Other,2G,Outdoor,Odisha,25.0,50.0,25.0
587,Other,2G,Outdoor,Tamil Nadu,0.0,33.33333333333333,66.66666666666666
588,Other,2G,Travelling,Haryana,0.0,100.0,0.0
589,Other,2G,Travelling,Tamil Nadu,0.0,0.0,100.0
590,Other,3G,Indoor,Kerala,0.0,0.0,100.0
591,Other,3G,Indoor,Maharashtra,100.0,0.0,0.0
592,Other,3G,Indoor,Rajasthan,66.66666666666666,0.0,33.33333333333333
593,Other,3G,Indoor,Tamil Nadu,3.4364261168384886,15.463917525773196,81.09965635738831
594,Other,3G,Outdoor,Bihar,0.0,100.0,0.0
595,Other,3G,Outdoor,Haryana,0.0,100.0,0.0
596,Other,3G,Outdoor,Kerala,0.0,0.0,100.0
597,Other,3G,Outdoor,Maharashtra,0.0,0.0,100.0
598,Other,3G,Outdoor,Pondicherry,0.0,100.0,0.0
599,Other,3G,Outdoor,Tamil Nadu,3.4482758620689653,41.379310344827594,55.17241379310346
600,Other,3G,Outdoor,Telangana,0.0,100.0,0.0
601,Other,3G,Outdoor,Uttar Pradesh,0.0,88.8888888888889,11.111111111111109
602,Other,3G,Outdoor,Uttarakhand,0.0,100.0,0.0
603,Other,3G,Travelling,Haryana,0.0,100.0,0.0
604,Other,3G,Travelling,Jharkhand,0.0,100.0,0.0
605,Other,3G,Travelling,Kerala,0.0,0.0,100.0
606,Other,3G,Travelling,Maharashtra,100.0,0.0,0.0
607,Other,3G,Travelling,Tamil Nadu,0.0,22.222222222222218,77.7777777777778
608,Other,3G,Travelling,West Bengal,0.0,0.0,100.0
609,Other,4G,Indoor,Andhra Pradesh,100.0,0.0,0.0
610,Other,4G,Indoor,Karnataka,100.0,0.0,0.0
611,Other,4G,Indoor,Madhya Pradesh,0.0,100.0,0.0
612,Other,4G,Indoor,Maharashtra,0.0,0.0,100.0
613,Other,4G,Indoor,Odisha,0.0,33.33333333333333,66.66666666666666
614,Other,4G,Indoor,Rajasthan,33.33333333333333,0.0,66.66666666666666
615,Other,4G,Indoor,Uttar Pradesh,0.0,100.0,0.0
616,Other,4G,Outdoor,Andhra Pradesh,50.0,0.0,50.0
617,Other,4G,Outdoor,Assam,0.0,100.0,0.0
618,Other,4G,Outdoor,Bihar,0.0,100.0,0.0
619,Other,4G,Outdoor,Delhi,0.0,100.0,0.0
620,Other,4G,Outdoor,Gujarat,0.0,100.0,0.0
621,Other,4G,Outdoor,Haryana,0.0,100.0,0.0
622,Other,4G,Outdoor,Karnataka,25.0,25.0,50.0
623,Other,4G,Outdoor,Kerala,0.0,100.0,0.0
624,Other,4G,Outdoor,Maharashtra,0.0,0.0,100.0
625,Other,4G,Outdoor,Odisha,0.0,33.33333333333333,66.66666666666666
626,Other,4G,Outdoor,Rajasthan,0.0,100.0,0.0
627,Other,4G,Outdoor,Tamil Nadu,0.0,100.0,0.0
628,Other,4G,Outdoor,Telangana,0.0,0.0,100.0
629,Other,4G,Outdoor,Tripura,0.0,100.0,0.0
630,Other,4G,Outdoor,Uttar Pradesh,0.0,58.33333333333334,41.66666666666667
631,Other,4G,Outdoor,West Bengal,0.0,33.33333333333333,66.66666666666666
632,Other,4G,Travelling,Assam,0.0,100.0,0.0
633,Other,4G,Travelling,Delhi,0.0,100.0,0.0
634,Other,4G,Travelling,Haryana,0.0,100.0,0.0
635,Other,4G,Travelling,Karnataka,0.0,66.66666666666666,33.33333333333333
636,Other,4G,Travelling,Maharashtra,0.0,66.66666666666666,33.33333333333333
637,Other,4G,Travelling,Odisha,20.0,40.0,40.0
638,Other,4G,Travelling,Tamil Nadu,0.0,85.71428571428571,14.285714285714285
639,Other,4G,Travelling,Telangana,0.0,0.3105590062111801,99.68944099378882
640,Other,4G,Travelling,Uttar Pradesh,0.0,84.61538461538461,15.384615384615385
641,Other,4G,Travelling,West Bengal,0.0,0.0,100.0
642,RJio,2G,Indoor,Rajasthan,0.0,100.0,0.0
643,RJio,2G,Indoor,West Bengal,0.0,0.0,100.0
644,RJio,2G,Outdoor,Delhi,0.0,0.0,100.0
645,RJio,2G,Outdoor,Gujarat,0.0,100.0,0.0
646,RJio,2G,Outdoor,Haryana,0.0,100.0,0.0
647,RJio,2G,Outdoor,Maharashtra,0.0,100.0,0.0
648,RJio,2G,Outdoor,Odisha,0.0,100.0,0.0
649,RJio,2G,Travelling,Delhi,0.0,16.666666666666664,83.33333333333334
650,RJio,2G,Travelling,Karnataka,0.0,100.0,0.0
651,RJio,2G,Travelling,Maharashtra,0.0,100.0,0.0
652,RJio,2G,Travelling,Odisha,0.0,100.0,0.0
653,RJio,2G,Travelling,Uttar Pradesh,0.0,100.0,0.0
654,RJio,3G,Indoor,Andhra Pradesh,0.0,100.0,0.0
655,RJio,3G,Indoor,Karnataka,0.0,0.0,100.0
656,RJio,3G,Indoor,Maharashtra,21.428571428571427,71.42857142857143,7.142857142857142
657,RJio,3G,Indoor,Uttar Pradesh,0.0,0.0,100.0
658,RJio,3G,Outdoor,Andhra Pradesh,0.0,100.0,0.0
659,RJio,3G,Outdoor,Bihar,0.0,100.0,0.0
660,RJio,3G,Outdoor,Delhi,0.0,33.33333333333333,66.66666666666666
661,RJio,3G,Outdoor,Gujarat,0.0,100.0,0.0
662,RJio,3G,Outdoor,Haryana,0.0,100.0,0.0
663,RJio,3G,Outdoor,Karnataka,0.0,77.7777777777778,22.222222222222218
664,RJio,3G,Outdoor,Kerala,0.0,100.0,0.0
665,RJio,3G,Outdoor,Madhya Pradesh,66.66666666666666,33.33333333333333,0.0
666,RJio,3G,Outdoor,Maharashtra,0.0,98.7012987012987,1.2987012987012987
667,RJio,3G,Outdoor,Odisha,0.0,100.0,0.0
668,RJio,3G,Outdoor,Rajasthan,0.0,0.0,100.0
669,RJio,3G,Outdoor,Tamil Nadu,0.0,100.0,0.0
670,RJio,3G,Outdoor,Uttar Pradesh,0.0,62.5,37.5
671,RJio,3G,Outdoor,West Bengal,0.0,100.0,0.0
672,RJio,3G,Travelling,Andhra Pradesh,0.0,100.0,0.0
673,RJio,3G,Travelling,Delhi,0.0,100.0,0.0
674,RJio,3G,Travelling,Haryana,0.0,100.0,0.0
675,RJio,3G,Travelling,Karnataka,0.0,100.0,0.0
676,RJio,3G,Travelling,Maharashtra,0.0,80.0,20.0
677,RJio,3G,Travelling,Punjab,0.0,0.0,100.0
678,RJio,3G,Travelling,Uttar Pradesh,0.0,73.33333333333333,26.66666666666667
679,RJio,4G,Indoor,Andhra Pradesh,3.0912659470068693,81.648675171737,15.260058881256134
680,RJio,4G,Indoor,Assam,6.572769953051643,41.784037558685434,51.64319248826291
681,RJio,4G,Indoor,Bihar,9.688013136289001,47.70114942528736,42.61083743842365
682,RJio,4G,Indoor,Chandigarh,26.315789473684212,69.04024767801857,4.643962848297214
683,RJio,4G,Indoor,Chattisgarh,15.703517587939698,81.53266331658291,2.7638190954773867
684,RJio,4G,Indoor,Delhi,13.280212483399731,44.046038069942455,42.67374944665781
685,RJio,4G,Indoor,Goa,2.631578947368421,3.3834586466165413,93.98496240601506
686,RJio,4G,Indoor,Gujarat,2.4420024420024418,58.83190883190883,38.726088726088726
687,RJio,4G,Indoor,Haryana,14.854771784232366,56.597510373443974,28.547717842323646
688,RJio,4G,Indoor,Himachal Pradesh,80.27522935779818,13.302752293577983,6.422018348623854
689,RJio,4G,Indoor,Jharkhand,2.056555269922879,83.54755784061697,14.395886889460154
690,RJio,4G,Indoor,Karnataka,10.755148741418765,73.4553775743707,15.789473684210524
691,RJio,4G,Indoor,Kashmir,0.0,50.0,50.0
692,RJio,4G,Indoor,Kerala,4.151119402985075,88.99253731343283,6.856343283582089
